"subject" "activity" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAcc-skewness()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyAccJerk-skewness()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyGyro-skewness()-X" "fBodyAccMag-std()" "fBodyAccMag-skewness()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-skewness()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-skewness()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-skewness()" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAcc-mad()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAcc-mad()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerk-mad()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyro-mad()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerk-mad()-X" "tBodyAccMag-mad()" "tGravityAccMag-mad()" "tBodyAccJerkMag-mad()" "tBodyGyroMag-mad()" "tBodyGyroJerkMag-mad()" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-mad()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-mad()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-mad()-X" "fBodyAccMag-mad()" "fBodyBodyAccJerkMag-mad()" "fBodyBodyGyroMag-mad()" "fBodyBodyGyroJerkMag-mad()"
"20.SITTING" "20" "SITTING" "-0.108369634515152" "-0.983081858939394" "0.0733385412878788" "0.151679135228788" "-0.985829034393939" "0.00597430268636364" "0.00160134859924242" "-0.982078229242424" "-0.0650689347121212" "0.0642882138333333" "-0.976309017121212" "-0.0407299244348485" "-0.0465835149090909" "-0.977414910909091" "-0.937764028181818" "-0.937764028181818" "-0.972537871515151" "-0.941069909848485" "-0.97507615" "-0.945198619242424" "-0.947597457121212" "-0.98397837530303" "-0.00500928635151515" "0.00873886492424242" "-0.441945803584848" "-0.971158287575758" "-0.973211461363636" "-0.983565760757576" "-0.124408290681364" "-0.0831229746409091" "-0.437311017272727" "-0.964643068787879" "-0.950963363939394" "-0.978433538484848" "-0.314720986151515" "-0.144654837851515" "-0.283305485098485" "-0.942151231515152" "-0.328009656090909" "-0.972597744242424" "-0.468793388281818" "-0.943725755909091" "-0.223091485787879" "-0.975226588333333" "-0.398311486393939" "-0.93612270469697" "-0.929106396818182" "-0.985315305606061" "-0.966983534242424" "-0.935854966151515" "-0.986261301515152" "-0.970896863484848" "-0.976522488787879" "-0.983745897575758" "-0.960104508636364" "-0.945771803484848" "-0.98010938030303" "-0.979684097272727" "-0.979742084090909" "-0.982380246515152" "-0.943278461363636" "-0.943278461363636" "-0.976456457575758" "-0.938520031363636" "-0.979547917121212" "-0.935031700454545" "-0.924947175454545" "-0.981492939545455" "-0.972776577272727" "-0.978458923030303" "-0.979179559090909" "-0.958015696363636" "-0.949176822121212" "-0.971947628181818" "-0.941356856818182" "-0.969498703636364" "-0.944797852424242" "-0.972894494545455"
"21.SITTING" "21" "SITTING" "-0.112057887741176" "-0.991777287176471" "0.0215206708823529" "-0.0567766060705882" "-0.992936404470588" "0.0121020139594259" "-0.000175352166235294" "-0.989439392235294" "-0.0653077503317647" "0.0831326042823529" "-0.988410501294118" "-0.0391483428502824" "-0.0526409877294118" "-0.989472968470588" "-0.971994251294118" "-0.971994251294118" "-0.986520865058824" "-0.971225061647059" "-0.990302232705882" "-0.968060947058824" "-0.970859342941176" "-0.992375229411765" "0.173532229868235" "0.127984474170588" "-0.481810302941176" "-0.979180438588235" "-0.983434322941176" "-0.990027822470588" "-0.0118456245047059" "0.0250360370447059" "-0.453540455705882" "-0.979830938" "-0.976839728941176" "-0.98955931" "-0.16118334856" "0.0208820463952941" "-0.461217227376471" "-0.974447593176471" "-0.507079962694118" "-0.986991549529412" "-0.567862337529412" "-0.972027251294118" "-0.381849964023529" "-0.991062204823529" "-0.457538775837647" "-0.966877560941176" "-0.959567861764706" "-0.992863747176471" "-0.979355363176471" "-0.965426493882353" "-0.993164252235294" "-0.979002804823529" "-0.985823622941176" "-0.989628183529412" "-0.976380487294118" "-0.976972658588235" "-0.988955256" "-0.989722663529412" "-0.987954515294118" "-0.989470703647059" "-0.974328112588235" "-0.974328112588235" "-0.987308613411765" "-0.967967852705882" "-0.991069930705882" "-0.96756129" "-0.956412505058824" "-0.991309704352941" "-0.980347168823529" "-0.986845672352941" "-0.987249472117647" "-0.974723217647059" "-0.979130678470588" "-0.986845799764706" "-0.973559664705882" "-0.984238024588235" "-0.974040970823529" "-0.990117145176471"
"22.SITTING" "22" "SITTING" "-0.105827369516129" "-0.978466823709677" "0.208553884" "0.315551492322581" "-0.972009988709677" "-0.000842715149193548" "-0.0126852481958065" "-0.981664149193548" "-0.0793617444354839" "0.0804426775241936" "-0.981099172419355" "-0.0423409822741935" "-0.0517193986693548" "-0.985671250322581" "-0.924336184035484" "-0.924336184035484" "-0.968576776774194" "-0.933268487096774" "-0.976503766290323" "-0.939546007903226" "-0.946635312419355" "-0.97862319016129" "-0.0080693304516129" "-0.099919259516129" "-0.0327338866145161" "-0.963129472580645" "-0.975330718709677" "-0.984299609032258" "-0.0605385147354839" "-0.0355355531241935" "-0.484371902048387" "-0.959161754193548" "-0.948367052258065" "-0.982373346290323" "-0.273301879941935" "-0.11797502196129" "-0.255568759045161" "-0.926798029822581" "-0.141595147364516" "-0.967026275967742" "-0.430685878735484" "-0.93356300983871" "-0.0708909872243548" "-0.976318114516129" "-0.366022165029032" "-0.928059133795645" "-0.917564853870968" "-0.980761373225806" "-0.954225015274194" "-0.927950649854839" "-0.971947332741935" "-0.964782832419355" "-0.978928356290323" "-0.984334526451613" "-0.950173478548387" "-0.946501417741936" "-0.983444956774194" "-0.980275619354839" "-0.97954410516129" "-0.987510646451613" "-0.931801764532258" "-0.931801764532258" "-0.974706868387097" "-0.930895516290323" "-0.981224854193548" "-0.926995253483871" "-0.909344305645161" "-0.979843940322581" "-0.969776055483871" "-0.981272224354839" "-0.97963989" "-0.946107943548387" "-0.951045695483871" "-0.979026867741935" "-0.932333225" "-0.964539611612903" "-0.939978073870968" "-0.974909833387097"
"23.SITTING" "23" "SITTING" "-0.103808679294118" "-0.987607636617647" "0.1217510625" "0.0630111556279412" "-0.984536722205882" "0.0101351394211029" "-0.00148823351367647" "-0.984561803823529" "-0.0684325551029412" "0.0645673209117647" "-0.980363734264706" "-0.0434602554691176" "-0.0485561086867647" "-0.987084633970588" "-0.924963263235294" "-0.924963263235294" "-0.973668776323529" "-0.937006097352941" "-0.979226997941177" "-0.953460406470588" "-0.942031166764706" "-0.988345258235294" "0.130083858026471" "0.0837341059411765" "-0.404224667352941" "-0.978136218235294" "-0.972656226029412" "-0.986019630441176" "-0.0438597429455882" "0.0323132713205882" "-0.500372113970588" "-0.957920288823529" "-0.965428833529412" "-0.981523241176471" "-0.0826203849176471" "0.137545517458824" "-0.279917741014706" "-0.927090118382353" "-0.378879880585294" "-0.972117016617647" "-0.497469219794118" "-0.938680776617647" "-0.220546739496029" "-0.978499038088235" "-0.263424667508824" "-0.934933559264706" "-0.905584390323529" "-0.989667315882353" "-0.960917426323529" "-0.923953600294118" "-0.985192275882353" "-0.978045837794118" "-0.975978995" "-0.987888550441177" "-0.948109526029412" "-0.9597186325" "-0.981921138235294" "-0.980727445294118" "-0.988130142058824" "-0.989102409558824" "-0.930138076029412" "-0.930138076029412" "-0.978852081764706" "-0.933873342794118" "-0.982422389852941" "-0.930781487205882" "-0.896125263911765" "-0.987450163088235" "-0.979564696911765" "-0.977936447205882" "-0.981626883529412" "-0.943733421029412" "-0.961914054264706" "-0.979595468529412" "-0.9344922925" "-0.968315525147059" "-0.944642689264706" "-0.977376154852941"
"24.SITTING" "24" "SITTING" "-0.103041061426471" "-0.990593766617647" "0.182254651955882" "0.109559621020588" "-0.989660149852941" "0.00476702575745588" "-0.00113300171426471" "-0.988564382205882" "-0.0750132697044118" "0.0800440230882353" "-0.988111648676471" "-0.040616936" "-0.051596655125" "-0.991442007794118" "-0.963779683235294" "-0.963779683235294" "-0.985418456176471" "-0.969257162647059" "-0.990724530735294" "-0.962773200147059" "-0.966991781176471" "-0.991100005441176" "0.00154835032647059" "0.0972629587797059" "-0.424473126488235" "-0.979228238382353" "-0.981971300147059" "-0.9892888075" "-0.0884463992352941" "-0.00446178350882353" "-0.442922977803529" "-0.981200181176471" "-0.974686891029412" "-0.988891551764706" "-0.281538204205882" "-0.0466430854957353" "-0.375979287102941" "-0.965852262058824" "-0.385391534682353" "-0.98561372" "-0.553225815567647" "-0.969105899117647" "-0.266044539867647" "-0.990933058235294" "-0.4682660195" "-0.956255962058824" "-0.957056111470588" "-0.9914497175" "-0.971692544705882" "-0.963406795735294" "-0.989664936470588" "-0.979573678088235" "-0.984662946764706" "-0.988975767647059" "-0.977954005147059" "-0.971277654117647" "-0.988511264411765" "-0.989780810588235" "-0.989850160294118" "-0.9917954525" "-0.967660894264706" "-0.967660894264706" "-0.986728408235294" "-0.966415033088235" "-0.991462382647059" "-0.954998005147059" "-0.954402697794118" "-0.989619377794118" "-0.981550132794118" "-0.986008449264706" "-0.986443241911765" "-0.976252427794118" "-0.972851787647059" "-0.987286318970588" "-0.964962698676471" "-0.983437632647059" "-0.972504838235294" "-0.990190154558824"
"25.SITTING" "25" "SITTING" "-0.109160440476923" "-0.991892828615385" "0.208287142261538" "0.167140956385077" "-0.988879980615385" "0.00485415893230769" "0.00210760835861538" "-0.992278621692308" "-0.0748002714615385" "0.0852783892769231" "-0.989907584153846" "-0.0391651423907692" "-0.0495595643230769" "-0.992304653846154" "-0.960003414461538" "-0.960003414461538" "-0.988311804923077" "-0.970639125692308" "-0.991766403076923" "-0.959117259384615" "-0.974776131230769" "-0.992124279384615" "0.125306723301538" "0.108178546465692" "-0.424947143956308" "-0.982957002923077" "-0.986326396461538" "-0.992750109846154" "-0.0408130188664615" "0.0587166219230769" "-0.483635615430769" "-0.983827801076923" "-0.975805890153846" "-0.990550003076923" "-0.300483308276923" "0.0368690794884615" "-0.3861105657046" "-0.961997268307692" "-0.437871194373846" "-0.987618801076923" "-0.517321141390769" "-0.970321897230769" "-0.263396445121538" "-0.992019559538462" "-0.446840097770769" "-0.947457617061538" "-0.965139552153846" "-0.992851985538462" "-0.963415016923077" "-0.969459982461538" "-0.989320941692308" "-0.982870991692308" "-0.988433153384615" "-0.992753807230769" "-0.981193501846154" "-0.972637558615385" "-0.990521072153846" "-0.991315767692308" "-0.991491387846154" "-0.992905836" "-0.963931542769231" "-0.963931542769231" "-0.98976546" "-0.967289125076923" "-0.992784022461538" "-0.944842993230769" "-0.962090614615385" "-0.991596408615385" "-0.984068025384615" "-0.989156105538462" "-0.990717345230769" "-0.979828883230769" "-0.974172870615385" "-0.989093827692308" "-0.962877472923077" "-0.985691085384615" "-0.974142648923077" "-0.991437407076923"
"26.SITTING" "26" "SITTING" "-0.0974448692333333" "-0.979768987948718" "0.223105562025641" "0.314387627435897" "-0.965082925641026" "0.00692238958961538" "-0.00780237981320513" "-0.99225839525641" "-0.0840648503320513" "0.0711109471666667" "-0.991027700512821" "-0.0403070205666667" "-0.0487627204433077" "-0.995882512051282" "-0.933602783410256" "-0.933602783410256" "-0.989986111666667" "-0.964742022307692" "-0.994033207051282" "-0.954299410641026" "-0.967519149358974" "-0.978755176794872" "0.112830239679487" "0.0745313733174231" "-0.131829014292821" "-0.985862886410256" "-0.987989982948718" "-0.99329986051282" "0.0466390168589744" "0.0548784456073077" "-0.497121279487179" "-0.981740793333333" "-0.970423693717949" "-0.991318436410256" "-0.38419769075641" "0.0345111450307692" "-0.243986784597436" "-0.934587699141026" "-0.253368151998718" "-0.989521272820513" "-0.602431833717949" "-0.963650652307692" "-0.141909431983333" "-0.99420976974359" "-0.518990538102564" "-0.94079896551282" "-0.950004414102564" "-0.980637294358974" "-0.949286700807692" "-0.944580863846154" "-0.965804706666667" "-0.986215215641026" "-0.99000871051282" "-0.992475631923077" "-0.973444813846154" "-0.966441338076923" "-0.990889957692308" "-0.993139833846154" "-0.991929788974359" "-0.996032233205128" "-0.937249718666667" "-0.937249718666667" "-0.991112950128205" "-0.95971912051282" "-0.994582267692308" "-0.937783538974359" "-0.94478134025641" "-0.982348336153846" "-0.987754588717949" "-0.990693114358974" "-0.991254757948718" "-0.969488188974359" "-0.968266666923077" "-0.991052928205128" "-0.945110673076923" "-0.987709241025641" "-0.96861233525641" "-0.993429802051282"
"27.SITTING" "27" "SITTING" "-0.105521912588571" "-0.988580107714286" "0.212947021371429" "0.276417431042857" "-0.982445738" "0.004670724222" "-0.00611285425957143" "-0.990658097857143" "-0.0797345645214286" "0.0833752812157143" "-0.988492425142857" "-0.0396410809285714" "-0.0503883556285714" "-0.993640318285714" "-0.969526674714286" "-0.969526674714286" "-0.989200539571429" "-0.970782132714286" "-0.992112829571429" "-0.974057855571429" "-0.974665817" "-0.988659196428571" "0.144625790198857" "0.121635059074286" "-0.367452934288571" "-0.985238583714286" "-0.987087721142857" "-0.991292270714286" "-0.0105794955342857" "0.03477278444" "-0.471065140228571" "-0.984141119142857" "-0.976848134285714" "-0.988984618428571" "-0.159439066752857" "0.0218168994742857" "-0.301320055657143" "-0.970885296857143" "-0.421691221771429" "-0.988531651142857" "-0.5398383461" "-0.970528266285714" "-0.180560760757143" "-0.991967776285714" "-0.4506215083" "-0.971579125714286" "-0.965858735142857" "-0.989473105142857" "-0.982553336571429" "-0.967268066" "-0.982838508571429" "-0.985097470714286" "-0.988904001571429" "-0.991100533714286" "-0.982067465142857" "-0.975713310142857" "-0.988614539285714" "-0.992226442142857" "-0.991766787571429" "-0.993947632714286" "-0.972012382" "-0.972012382" "-0.990469445" "-0.966938774857143" "-0.993391309428571" "-0.971266062714286" "-0.963220672571429" "-0.988712741857143" "-0.986083114" "-0.989282516857143" "-0.988840739285714" "-0.981037690285714" "-0.977595519142857" "-0.988279537285714" "-0.971873032857143" "-0.986546820714286" "-0.975324246" "-0.991279036714286"
"28.SITTING" "28" "SITTING" "-0.111517939555556" "-0.983272806805556" "-0.112596728361111" "0.135402566816667" "-0.989132499583333" "0.0148338232684722" "0.000257854017638888" "-0.976286679444444" "-0.0673943850555556" "0.087025401375" "-0.979671983472222" "-0.0408007786402778" "-0.0579015362166667" "-0.982155662638889" "-0.947782703333333" "-0.947782703333333" "-0.970301646111111" "-0.951065984027778" "-0.978441918333333" "-0.946351650416667" "-0.952226786666667" "-0.984956708611111" "-0.0192655570097222" "-0.00273826957083333" "-0.415170459972222" "-0.963054247083333" "-0.972939551944444" "-0.977786782222222" "-0.211341156344444" "-0.0896276806138889" "-0.389092579208333" "-0.963117633611111" "-0.954180279027778" "-0.98161514125" "-0.320939754194444" "-0.0574600312055556" "-0.396946458472222" "-0.952281424444444" "-0.302277323293056" "-0.970823336388889" "-0.436709809277778" "-0.953534292638889" "-0.296198978958333" "-0.97839537" "-0.34381873415" "-0.939905244861111" "-0.936667245694444" "-0.985735174444444" "-0.971766352361111" "-0.956087679583333" "-0.989237243888889" "-0.962219452777778" "-0.976327426666667" "-0.978478186111111" "-0.956316505972222" "-0.9566328025" "-0.981207373333333" "-0.980713868611111" "-0.971001691388889" "-0.983862532083333" "-0.952761497361111" "-0.952761497361111" "-0.97326920125" "-0.947300029722222" "-0.980246363611111" "-0.939885478333333" "-0.9330454775" "-0.981267728472222" "-0.96399042625" "-0.978327769444444" "-0.972552111111111" "-0.953207017222222" "-0.961561036111111" "-0.976800168055556" "-0.950545840833333" "-0.967108796805556" "-0.9531133525" "-0.976375281944444"
"29.SITTING" "29" "SITTING" "-0.1104118192" "-0.9907450195" "0.1556594569" "0.286256063666667" "-0.984679151833333" "0.00598531404666667" "0.003167700952" "-0.993525560333333" "-0.0755797672133333" "0.0580495969166667" "-0.990178704833333" "-0.040001843485" "-0.047000897695" "-0.9933220295" "-0.9692903165" "-0.9692903165" "-0.990531729333333" "-0.971578024666667" "-0.994905344" "-0.969609501666667" "-0.975623030833333" "-0.990617521" "0.107609317655" "0.210335313366667" "-0.272336882816667" "-0.983883193" "-0.988470241" "-0.9942201755" "0.0277396724596667" "0.11719232372" "-0.5163175924" "-0.990329245333333" "-0.9739335945" "-0.990727755166667" "-0.173147233958333" "-0.0194301189816667" "-0.105946955666667" "-0.971218019833333" "-0.4777281221" "-0.989822909333333" "-0.543070960633333" "-0.971011373" "-0.142522968383333" "-0.994742028" "-0.488704097666667" "-0.963222497833333" "-0.968063878166667" "-0.991674120833333" "-0.973604289833333" "-0.966032045333333" "-0.9855648615" "-0.9840551" "-0.990168733" "-0.993691421666667" "-0.988334019666667" "-0.971227991666667" "-0.990798157666667" "-0.995319164666667" "-0.9928337675" "-0.993931512666667" "-0.973113957833333" "-0.973113957833333" "-0.991215363833333" "-0.9676628415" "-0.995501146833333" "-0.961693949333333" "-0.965800974333333" "-0.991228477666667" "-0.985493318833333" "-0.990445861666667" "-0.992346048166667" "-0.987259808666667" "-0.972912517166667" "-0.989558512666667" "-0.970686408" "-0.988175101666667" "-0.975381607" "-0.9944872835"
"30.SITTING" "30" "SITTING" "-0.099515446133871" "-0.983622744193548" "0.114588392624871" "0.34476602" "-0.978364712258065" "0.00975692523887097" "-0.00278161828080645" "-0.988864577419355" "-0.074353558416129" "0.0702002598387097" "-0.988132669516129" "-0.0407930587264516" "-0.0488204595806452" "-0.993868545483871" "-0.942901466612903" "-0.942901466612903" "-0.98605764" "-0.960641288225806" "-0.991280225" "-0.954076042258065" "-0.966274090645161" "-0.983231005483871" "0.00713815064193549" "0.0927750236451613" "-0.338188585645161" "-0.980405717258064" "-0.985978315322581" "-0.990017564516129" "-0.127783839180645" "-0.021487476616129" "-0.484643718548387" "-0.982005883387097" "-0.961177109516129" "-0.988484803225806" "-0.312781565" "-0.0503841254806452" "-0.163841152608065" "-0.943543732580645" "-0.403022641193548" "-0.985294959032258" "-0.578391596112903" "-0.959513937258065" "-0.0892865900483871" "-0.990946424516129" "-0.437759101951613" "-0.937857000806452" "-0.950654041290323" "-0.984772108387097" "-0.959361306774194" "-0.956635663064516" "-0.978706377096774" "-0.980420928387097" "-0.988164381290323" "-0.990172913709677" "-0.976477561935484" "-0.955053200806452" "-0.988378305" "-0.992491322903226" "-0.988124495645161" "-0.994446531774194" "-0.94681850483871" "-0.94681850483871" "-0.987789675322581" "-0.954280180483871" "-0.993040834677419" "-0.933992577903226" "-0.946203823387097" "-0.984146513064516" "-0.981902116451613" "-0.988971211935484" "-0.987022204677419" "-0.973804950806452" "-0.95730868516129" "-0.98764176983871" "-0.950542356451613" "-0.982869431935484" "-0.966634437903226" "-0.989845815806452"
"1.STANDING" "1" "STANDING" "-0.110601817735849" "-0.995759901509434" "-0.272983832264151" "0.0134905823226415" "-0.99376298509434" "0.00797573092830189" "-0.00368524954709434" "-0.994604542264151" "-0.0593972209811321" "0.074800751" "-0.987191946603774" "-0.0440627877924528" "-0.0489505466716981" "-0.992945106981132" "-0.981942928867925" "-0.981942928867925" "-0.993096209433962" "-0.978690028679245" "-0.994733238679245" "-0.977070847735849" "-0.985297098679245" "-0.99602834509434" "0.117478948718868" "0.244858585792453" "-0.496340033396226" "-0.985418704528302" "-0.990752166037736" "-0.995073759245283" "0.0391618954943396" "0.138581478749057" "-0.517748493773585" "-0.988984455849057" "-0.980773122830189" "-0.987497128679245" "-0.0447191978169811" "0.100607635139623" "-0.168074752716981" "-0.982313804716981" "-0.47394336890566" "-0.992536003396226" "-0.568218011226415" "-0.978466072075472" "-0.201169444064151" "-0.994671123207547" "-0.455737284566038" "-0.973190056415094" "-0.979775876981132" "-0.996141353962264" "-0.981225957924528" "-0.976324063584906" "-0.993810088113208" "-0.98564873245283" "-0.992251177358491" "-0.994776982075472" "-0.98773444" "-0.980645626981132" "-0.987936915283019" "-0.995137917358491" "-0.992108467169811" "-0.992975492264151" "-0.982814583962264" "-0.982814583962264" "-0.993592896981132" "-0.975841133584906" "-0.995280235660377" "-0.972293102075472" "-0.977937259622642" "-0.995596712264151" "-0.987018226792453" "-0.992349818113208" "-0.993397363018868" "-0.987107727735849" "-0.98234533" "-0.98644584509434" "-0.983019467169811" "-0.990740053962264" "-0.981102759056604" "-0.994423714716981"
"2.STANDING" "2" "STANDING" "-0.105908536055556" "-0.987271889259259" "-0.370062696851852" "0.129747161222222" "-0.986685818703704" "0.0103291774794444" "-0.00837158846722222" "-0.981085715555556" "-0.0820396577592593" "0.0878351695481481" "-0.972998629814815" "-0.042241953537037" "-0.0546539479425926" "-0.979324000740741" "-0.957874965" "-0.957874965" "-0.976675280185185" "-0.95394338037037" "-0.977204427777778" "-0.959871697407407" "-0.962471195740741" "-0.989056469814815" "0.0623378066683333" "0.104462499601852" "-0.471627060333333" "-0.970851337962963" "-0.979775152037037" "-0.983007923703704" "-0.0569368291814815" "0.0396498183462963" "-0.461714988203704" "-0.972576152962963" "-0.960627696111111" "-0.97498812462963" "-0.171160370096296" "0.000226810610740739" "-0.300344499208333" "-0.960519381481482" "-0.333412170333333" "-0.97516046" "-0.447901012981481" "-0.956788725740741" "-0.327704271401852" "-0.977754298148148" "-0.371558343055" "-0.957304989259259" "-0.949741851296296" "-0.98934137" "-0.97419442037037" "-0.945927078703704" "-0.986895012962963" "-0.97105943962963" "-0.982841446481482" "-0.98303888537037" "-0.971441996481481" "-0.964856701851852" "-0.975400010555556" "-0.983447258518519" "-0.973610118333333" "-0.981439642407407" "-0.96247724962963" "-0.96247724962963" "-0.978865446296296" "-0.954621206851852" "-0.981025793888889" "-0.957908842222222" "-0.946433583518518" "-0.986673613518519" "-0.973520241111111" "-0.984599905185185" "-0.978469450740741" "-0.97103605037037" "-0.969754295740741" "-0.969484560925926" "-0.960424692777778" "-0.973970031111111" "-0.956163500925926" "-0.977374199814815"
"3.STANDING" "3" "STANDING" "-0.101621722633148" "-0.96674254295082" "-0.301735130327869" "0.024763106752459" "-0.982020428032787" "0.00771663644590164" "-0.00807177934114754" "-0.957086489344262" "-0.0585101918262295" "0.0665262054098361" "-0.900462227540984" "-0.0472415819016393" "-0.0416832156688525" "-0.940937642459016" "-0.915143303606557" "-0.915143303606557" "-0.948770043278689" "-0.88212522147541" "-0.957679766885246" "-0.908075353770492" "-0.939507735245902" "-0.969931287377049" "-0.128180130065574" "0.00771897878688524" "-0.504496881868852" "-0.943497973606557" "-0.969174903442623" "-0.960570921803279" "-0.258164810172131" "-0.112367641836066" "-0.438366758491803" "-0.937711157213115" "-0.916172537704918" "-0.901985672459016" "-0.316011207026229" "-0.229120091067541" "-0.0600611426295082" "-0.921836076557377" "-0.294507415901639" "-0.94820681442623" "-0.403904317262295" "-0.883439718032787" "-0.153454352459016" "-0.957121510491803" "-0.271430455778689" "-0.893449307213115" "-0.911419015081967" "-0.973805270819672" "-0.957425321803279" "-0.928161577377049" "-0.982218366065574" "-0.941686785737705" "-0.973059634918033" "-0.961463373934426" "-0.927788618196721" "-0.91236408147541" "-0.905589683606557" "-0.968433747868853" "-0.958293011803279" "-0.944461773770492" "-0.92267286" "-0.92267286" "-0.954051492295082" "-0.873845701967213" "-0.961538776393443" "-0.89243434852459" "-0.904801254590164" "-0.961274640983607" "-0.943948547213115" "-0.975595949508197" "-0.950330620983607" "-0.923125941147541" "-0.919743846065574" "-0.892275865081967" "-0.920367706393443" "-0.942365621311475" "-0.884866383770492" "-0.953831591803279"
"4.STANDING" "4" "STANDING" "-0.0961574905535714" "-0.97692058" "-0.0759009061071429" "0.166893825946429" "-0.972908355892857" "-0.00653015693773214" "-0.0211889890567857" "-0.972586541964286" "-0.061824850625" "0.0755636430892857" "-0.909687974464286" "-0.0461257201357143" "-0.0490753497867857" "-0.949633878571429" "-0.890976683392857" "-0.890976683392857" "-0.958159482142857" "-0.885144317678571" "-0.964282784285714" "-0.889549205" "-0.93164342125" "-0.978737637678571" "-0.0669875048642857" "-0.0377822772491071" "-0.382066577251786" "-0.937624242142857" "-0.968648411607143" "-0.975706723571429" "-0.126450632983929" "0.0711056632839286" "-0.419267280589286" "-0.955992945178571" "-0.915280955357143" "-0.912464793928571" "-0.364372374642857" "-0.223109154546429" "-0.0219086483392857" "-0.895340042142857" "-0.113735109110714" "-0.96003249875" "-0.435020633476786" "-0.887194404285714" "-0.161257094997321" "-0.9664302175" "-0.365016998607143" "-0.86159737875" "-0.896880538392857" "-0.979461749464286" "-0.917613464821429" "-0.899404775267857" "-0.973425791071429" "-0.938354677857143" "-0.973054201071429" "-0.974723375" "-0.949227146964286" "-0.909995038571429" "-0.916603973928571" "-0.976065174642857" "-0.957982019464286" "-0.951523846071429" "-0.898789521785714" "-0.898789521785714" "-0.962417612321429" "-0.878716135357143" "-0.968174140178571" "-0.857380281803571" "-0.887554317678571" "-0.977281189821429" "-0.944075308928571" "-0.976229505535714" "-0.969532173571429" "-0.945825840178571" "-0.91665163125" "-0.907475953392857" "-0.906213757678571" "-0.954487510535714" "-0.891708328392857" "-0.962574838571429"
"5.STANDING" "5" "STANDING" "-0.102171095696429" "-0.968591815714286" "-0.03871012665" "0.138638436607143" "-0.974088206071429" "-0.00221990214464286" "-0.0122812220569643" "-0.962647080178571" "-0.050987505" "0.0690945763946429" "-0.910395222321429" "-0.0399108188821429" "-0.0422221341625" "-0.941930044107143" "-0.87977380125" "-0.87977380125" "-0.942962047678571" "-0.867041711785714" "-0.947970723571429" "-0.890796360535714" "-0.915083799107143" "-0.97066840875" "-0.00894413194107143" "-0.028287522525" "-0.467065875410714" "-0.93137020875" "-0.958438726607143" "-0.965778920714286" "-0.143681804520893" "-0.0333637020357143" "-0.3587794717" "-0.939373524464286" "-0.907190836607143" "-0.912780915714286" "-0.162944927001786" "-0.109180363773214" "-0.237821711892857" "-0.886745170714286" "-0.280440657" "-0.943601960178571" "-0.342011721778571" "-0.868913993928571" "-0.208596254305357" "-0.946196462857143" "-0.237093565553571" "-0.869439913392857" "-0.869327321785714" "-0.974083131071429" "-0.931973943392857" "-0.914608495714286" "-0.974494290535714" "-0.931217140714286" "-0.963832118928571" "-0.967466140178571" "-0.933738104107143" "-0.907471555714286" "-0.917506462321429" "-0.961177741607143" "-0.944755343035714" "-0.945983184285714" "-0.891269291607143" "-0.891269291607143" "-0.950412671785714" "-0.858401653214286" "-0.954643091964286" "-0.867933178017857" "-0.858231387857143" "-0.96551539125" "-0.936202600714286" "-0.96807230125" "-0.957031335" "-0.931857811428571" "-0.91678935625" "-0.906368939464286" "-0.892420574642857" "-0.938890070357143" "-0.880071518035714" "-0.943743923214286"
